,Price,From,To,is_holiday,avialine,duration,days_until_flight,part_of_day
1957,24871,Астана,Шымкент,False,FlyArystan,115,26,вечер
1958,19146,Астана,Шымкент,False,SCAT,100,27,ночь
1959,22629,Астана,Шымкент,False,SCAT,110,27,утро
1960,22629,Астана,Шымкент,False,SCAT,90,27,день
1961,22787,Астана,Шымкент,False,Qazaq Air,115,27,день
1962,29641,Астана,Шымкент,False,FlyArystan,115,27,день
1963,19243,Астана,Шымкент,False,SCAT,110,28,утро
1964,19243,Астана,Шымкент,False,SCAT,100,28,ночь
1965,22743,Астана,Шымкент,False,SCAT,90,28,день
1966,22743,Астана,Шымкент,False,SCAT,100,28,утро
1967,22743,Астана,Шымкент,False,SCAT,110,28,вечер
1968,25240,Астана,Шымкент,False,Qazaq Air,115,28,день
1969,25723,Астана,Шымкент,False,FlyArystan,110,28,ночь
1970,19146,Астана,Шымкент,False,SCAT,100,29,утро
1971,19146,Астана,Шымкент,False,SCAT,100,29,ночь
1972,19146,Астана,Шымкент,False,SCAT,110,29,вечер
1973,19146,Астана,Шымкент,False,SCAT,90,29,день
1974,19146,Астана,Шымкент,False,SCAT,110,29,утро
1975,19546,Астана,Шымкент,False,SCAT,110,30,утро
1976,19546,Астана,Шымкент,False,SCAT,100,30,ночь
1977,22109,Астана,Шымкент,False,FlyArystan,115,30,день
1978,19243,Астана,Шымкент,False,SCAT,110,31,вечер
1979,19243,Астана,Шымкент,False,SCAT,100,31,утро
1980,19243,Астана,Шымкент,False,SCAT,100,31,ночь
1981,19243,Астана,Шымкент,False,SCAT,90,31,день
1982,19243,Астана,Шымкент,False,SCAT,110,31,утро
1983,15664,Астана,Шымкент,False,SCAT,110,32,вечер
1984,19146,Астана,Шымкент,False,SCAT,100,32,утро
1985,19146,Астана,Шымкент,False,SCAT,100,32,ночь
1986,19146,Астана,Шымкент,False,SCAT,110,32,утро
1987,19146,Астана,Шымкент,False,SCAT,90,32,день
1988,19546,Астана,Шымкент,False,SCAT,100,33,утро
1989,23107,Астана,Шымкент,False,SCAT,100,33,ночь
1990,19546,Астана,Шымкент,False,SCAT,110,33,утро
1991,23107,Астана,Шымкент,False,SCAT,110,33,вечер
1992,23107,Астана,Шымкент,False,SCAT,90,33,день
1993,23168,Астана,Шымкент,False,FlyArystan,115,33,вечер
1994,19146,Астана,Шымкент,False,SCAT,100,34,ночь
1995,22629,Астана,Шымкент,False,SCAT,110,34,утро
1996,21691,Астана,Шымкент,False,FlyArystan,115,34,день
1997,22629,Астана,Шымкент,False,SCAT,90,34,день
1998,19243,Астана,Шымкент,False,SCAT,90,35,день
1999,19243,Астана,Шымкент,False,SCAT,100,35,утро
2000,19243,Астана,Шымкент,False,SCAT,100,35,ночь
2001,19243,Астана,Шымкент,False,SCAT,110,35,вечер
2002,19146,Астана,Шымкент,False,SCAT,110,35,утро
2003,21691,Астана,Шымкент,False,FlyArystan,110,35,ночь
2004,15664,Астана,Шымкент,False,SCAT,100,36,утро
2005,15664,Астана,Шымкент,False,SCAT,110,36,вечер
2006,15664,Астана,Шымкент,False,SCAT,90,36,день
2007,19146,Астана,Шымкент,False,SCAT,110,36,утро
2008,15664,Астана,Шымкент,False,SCAT,100,36,ночь
2009,15664,Астана,Шымкент,False,SCAT,100,37,ночь
2010,19146,Астана,Шымкент,False,SCAT,110,37,утро
2011,19146,Астана,Шымкент,False,SCAT,90,37,день
2012,15664,Астана,Шымкент,False,SCAT,110,38,вечер
2013,15664,Астана,Шымкент,False,SCAT,100,38,утро
2014,19146,Астана,Шымкент,False,SCAT,100,38,ночь
2015,15664,Астана,Шымкент,False,SCAT,110,38,утро
2016,15664,Астана,Шымкент,False,SCAT,90,38,день
2017,15653,Астана,Шымкент,False,SCAT,100,39,утро
2018,15653,Астана,Шымкент,False,SCAT,100,39,ночь
2019,15653,Астана,Шымкент,False,SCAT,110,39,утро
2020,15653,Астана,Шымкент,False,SCAT,110,39,вечер
2021,15653,Астана,Шымкент,False,SCAT,90,39,день
2022,19146,Астана,Шымкент,False,SCAT,100,40,утро
2023,19146,Астана,Шымкент,False,SCAT,100,40,ночь
2024,19146,Астана,Шымкент,False,SCAT,90,40,день
2025,19146,Астана,Шымкент,False,SCAT,110,40,вечер
2026,19146,Астана,Шымкент,False,SCAT,110,40,утро
2027,21691,Астана,Шымкент,False,FlyArystan,115,40,вечер
2028,19546,Астана,Шымкент,False,SCAT,110,41,утро
2029,19546,Астана,Шымкент,False,SCAT,100,41,ночь
2030,22109,Астана,Шымкент,False,FlyArystan,115,41,день
2031,23107,Астана,Шымкент,False,SCAT,90,41,день
2032,19243,Астана,Шымкент,False,SCAT,100,42,утро
2033,19243,Астана,Шымкент,False,SCAT,100,42,ночь
2034,19243,Астана,Шымкент,False,SCAT,110,42,вечер
2035,19243,Астана,Шымкент,False,SCAT,110,42,утро
2036,19243,Астана,Шымкент,False,SCAT,90,42,день
2037,19290,Астана,Шымкент,False,FlyArystan,110,42,ночь
2038,16001,Астана,Шымкент,False,SCAT,110,43,утро
2039,16001,Астана,Шымкент,False,SCAT,100,43,ночь
2040,16001,Астана,Шымкент,False,SCAT,100,43,утро
2041,16001,Астана,Шымкент,False,SCAT,110,43,вечер
2042,19546,Астана,Шымкент,False,SCAT,90,43,день
2043,15664,Астана,Шымкент,False,SCAT,90,44,день
2044,15664,Астана,Шымкент,False,SCAT,110,44,утро
2045,15664,Астана,Шымкент,False,SCAT,100,44,ночь
2046,18511,Астана,Шымкент,False,FlyArystan,115,44,день
2047,15664,Астана,Шымкент,False,SCAT,100,45,утро
2048,15664,Астана,Шымкент,False,SCAT,100,45,ночь
2049,15664,Астана,Шымкент,False,SCAT,110,45,вечер
2050,15664,Астана,Шымкент,False,SCAT,90,45,день
2051,15664,Астана,Шымкент,False,SCAT,110,45,утро
2052,15743,Астана,Шымкент,False,SCAT,110,46,вечер
2053,15743,Астана,Шымкент,False,SCAT,100,46,утро
2054,15743,Астана,Шымкент,False,SCAT,100,46,ночь
2055,15743,Астана,Шымкент,False,SCAT,90,46,день
2056,15743,Астана,Шымкент,False,SCAT,110,46,утро
2057,15664,Астана,Шымкент,False,SCAT,100,47,утро
2058,19146,Астана,Шымкент,False,SCAT,100,47,ночь
2059,15664,Астана,Шымкент,False,SCAT,110,47,утро
2060,18511,Астана,Шымкент,False,FlyArystan,115,47,вечер
2061,19146,Астана,Шымкент,False,SCAT,90,47,день
2062,19146,Астана,Шымкент,False,SCAT,110,47,вечер
2063,15743,Астана,Шымкент,False,SCAT,100,48,ночь
2064,19243,Астана,Шымкент,False,SCAT,110,48,утро
2065,19243,Астана,Шымкент,False,SCAT,90,48,день
2066,22109,Астана,Шымкент,False,FlyArystan,115,48,день
2067,15653,Астана,Шымкент,False,SCAT,100,49,утро
2068,15653,Астана,Шымкент,False,SCAT,110,49,утро
2069,15653,Астана,Шымкент,False,SCAT,100,49,ночь
2070,15653,Астана,Шымкент,False,SCAT,90,49,день
2071,18511,Астана,Шымкент,False,FlyArystan,110,49,ночь
2072,18993,Астана,Шымкент,False,SCAT,110,49,вечер
2073,15664,Астана,Шымкент,False,SCAT,100,50,утро
2074,15664,Астана,Шымкент,False,SCAT,100,50,ночь
2075,15664,Астана,Шымкент,False,SCAT,110,50,утро
2076,15664,Астана,Шымкент,False,SCAT,110,50,вечер
2077,15664,Астана,Шымкент,False,SCAT,90,50,день
2078,15653,Астана,Шымкент,False,SCAT,110,51,утро
2079,15653,Астана,Шымкент,False,SCAT,100,51,ночь
2080,15653,Астана,Шымкент,False,SCAT,90,51,день
2081,18511,Астана,Шымкент,False,FlyArystan,115,51,день
2082,15743,Астана,Шымкент,False,SCAT,90,52,день
2083,15743,Астана,Шымкент,False,SCAT,100,52,утро
2084,15743,Астана,Шымкент,False,SCAT,100,52,ночь
2085,15743,Астана,Шымкент,False,SCAT,110,52,утро
2086,15743,Астана,Шымкент,False,SCAT,110,52,вечер
2087,15664,Астана,Шымкент,False,SCAT,100,53,утро
2088,15664,Астана,Шымкент,False,SCAT,100,53,ночь
2089,15664,Астана,Шымкент,False,SCAT,110,53,вечер
2090,15664,Астана,Шымкент,False,SCAT,90,53,день
2091,15664,Астана,Шымкент,False,SCAT,110,54,утро
2092,19146,Астана,Шымкент,False,SCAT,100,54,ночь
2093,15664,Астана,Шымкент,False,SCAT,100,54,утро
2094,18511,Астана,Шымкент,False,FlyArystan,115,54,вечер
2095,19146,Астана,Шымкент,False,SCAT,110,54,вечер
2096,19146,Астана,Шымкент,False,SCAT,90,54,день
2097,15664,Астана,Шымкент,False,SCAT,100,55,ночь
2098,19146,Астана,Шымкент,False,SCAT,110,55,утро
2099,18511,Астана,Шымкент,False,FlyArystan,115,55,день
2100,19146,Астана,Шымкент,False,SCAT,90,55,день
2101,15664,Астана,Шымкент,False,SCAT,100,56,утро
2102,15664,Астана,Шымкент,False,SCAT,100,56,ночь
2103,15664,Астана,Шымкент,False,SCAT,110,56,вечер
2104,15664,Астана,Шымкент,False,SCAT,110,56,утро
2105,15664,Астана,Шымкент,False,SCAT,90,56,день
2106,18511,Астана,Шымкент,False,FlyArystan,110,56,ночь
2107,15743,Астана,Шымкент,False,SCAT,100,57,утро
2108,15743,Астана,Шымкент,False,SCAT,110,57,утро
2109,15743,Астана,Шымкент,False,SCAT,110,57,вечер
2110,15743,Астана,Шымкент,False,SCAT,100,57,ночь
2111,15743,Астана,Шымкент,False,SCAT,90,57,день
2112,15664,Астана,Шымкент,False,SCAT,110,58,утро
2113,15653,Астана,Шымкент,False,SCAT,100,58,ночь
2114,15331,Астана,Шымкент,False,FlyArystan,115,58,день
2115,15664,Астана,Шымкент,False,SCAT,100,59,утро
2116,15664,Астана,Шымкент,False,SCAT,100,59,ночь
2117,15664,Астана,Шымкент,False,SCAT,110,59,вечер
2118,15664,Астана,Шымкент,False,SCAT,110,59,утро
2119,15664,Астана,Шымкент,False,SCAT,90,59,день
2120,15743,Астана,Шымкент,False,SCAT,110,60,утро
2121,15743,Астана,Шымкент,False,SCAT,100,60,ночь
2122,15743,Астана,Шымкент,False,SCAT,90,60,день
2123,15743,Астана,Шымкент,False,SCAT,110,60,вечер
2124,15743,Астана,Шымкент,False,SCAT,100,60,утро
2125,15743,Астана,Шымкент,False,SCAT,100,61,утро
2126,19243,Астана,Шымкент,False,SCAT,100,61,ночь
2127,15664,Астана,Шымкент,False,SCAT,110,61,утро
2128,19146,Астана,Шымкент,False,SCAT,110,61,вечер
2129,19146,Астана,Шымкент,False,SCAT,90,61,день
2130,18511,Астана,Шымкент,False,FlyArystan,115,61,вечер
2131,15331,Астана,Шымкент,False,FlyArystan,115,62,день
2132,15664,Астана,Шымкент,False,SCAT,110,62,утро
2133,15664,Астана,Шымкент,False,SCAT,100,62,ночь
2134,19146,Астана,Шымкент,False,SCAT,90,62,день
2135,15664,Астана,Шымкент,False,SCAT,90,63,день
2136,15664,Астана,Шымкент,False,SCAT,100,63,утро
2137,15664,Астана,Шымкент,False,SCAT,100,63,ночь
2138,15664,Астана,Шымкент,False,SCAT,110,63,вечер
2139,15664,Астана,Шымкент,False,SCAT,110,63,утро
2140,18511,Астана,Шымкент,False,FlyArystan,110,63,ночь
2141,15743,Астана,Шымкент,False,SCAT,100,64,утро
2142,15743,Астана,Шымкент,False,SCAT,110,64,вечер
2143,15743,Астана,Шымкент,False,SCAT,90,64,день
2144,15743,Астана,Шымкент,False,SCAT,100,64,ночь
2145,15743,Астана,Шымкент,False,SCAT,110,64,утро
2146,15743,Астана,Шымкент,False,SCAT,110,65,утро
2147,15743,Астана,Шымкент,False,SCAT,100,65,ночь
2148,15743,Астана,Шымкент,False,SCAT,90,65,день
2149,15830,Астана,Шымкент,False,FlyArystan,115,65,день
2150,15664,Астана,Шымкент,False,SCAT,100,66,утро
2151,15664,Астана,Шымкент,False,SCAT,100,66,ночь
2152,15664,Астана,Шымкент,False,SCAT,110,66,вечер
2153,15664,Астана,Шымкент,False,SCAT,90,66,день
2154,15664,Астана,Шымкент,False,SCAT,110,66,утро
2155,15743,Астана,Шымкент,False,SCAT,100,67,утро
2156,15743,Астана,Шымкент,False,SCAT,100,67,ночь
2157,15743,Астана,Шымкент,False,SCAT,110,67,утро
2158,15743,Астана,Шымкент,False,SCAT,90,67,день
2159,15743,Астана,Шымкент,False,SCAT,110,68,утро
2160,19243,Астана,Шымкент,False,SCAT,100,68,ночь
2161,19243,Астана,Шымкент,False,SCAT,90,68,день
2162,19243,Астана,Шымкент,False,SCAT,100,68,утро
2163,19243,Астана,Шымкент,False,SCAT,110,68,вечер
2164,19290,Астана,Шымкент,False,FlyArystan,115,68,вечер
2165,15664,Астана,Шымкент,False,SCAT,110,69,утро
2166,15664,Астана,Шымкент,False,SCAT,100,69,ночь
2167,18511,Астана,Шымкент,False,FlyArystan,115,69,день
2168,19146,Астана,Шымкент,False,SCAT,90,69,день
2169,15664,Астана,Шымкент,False,SCAT,100,70,утро
2170,15331,Астана,Шымкент,False,FlyArystan,110,70,ночь
2171,15664,Астана,Шымкент,False,SCAT,110,70,утро
2172,15664,Астана,Шымкент,False,SCAT,110,70,вечер
2173,15664,Астана,Шымкент,False,SCAT,100,70,ночь
2174,15743,Астана,Шымкент,False,SCAT,110,71,утро
2175,15743,Астана,Шымкент,False,SCAT,100,71,ночь
2176,15743,Астана,Шымкент,False,SCAT,90,71,день
2177,15743,Астана,Шымкент,False,SCAT,110,71,вечер
2178,15743,Астана,Шымкент,False,SCAT,100,71,утро
2179,15664,Астана,Шымкент,False,SCAT,110,72,утро
2180,15664,Астана,Шымкент,False,SCAT,100,72,ночь
2181,15331,Астана,Шымкент,False,FlyArystan,115,72,день
2182,16001,Астана,Шымкент,False,SCAT,100,73,утро
2183,16001,Астана,Шымкент,False,SCAT,100,73,ночь
2184,16001,Астана,Шымкент,False,SCAT,110,73,вечер
2185,16001,Астана,Шымкент,False,SCAT,110,73,утро
2186,15664,Астана,Шымкент,False,SCAT,100,74,утро
2187,15664,Астана,Шымкент,False,SCAT,100,74,ночь
2188,15664,Астана,Шымкент,False,SCAT,110,74,вечер
2189,15664,Астана,Шымкент,False,SCAT,110,74,утро
2190,15664,Астана,Шымкент,False,SCAT,100,75,утро
2191,19146,Астана,Шымкент,False,SCAT,100,75,ночь
2192,15664,Астана,Шымкент,False,SCAT,110,75,утро
2193,18511,Астана,Шымкент,False,FlyArystan,115,75,вечер
2194,19146,Астана,Шымкент,False,SCAT,110,75,вечер
2195,19146,Астана,Шымкент,False,SCAT,90,75,день
