,Price,From,To,is_holiday,avialine,duration,days_until_flight,part_of_day
970,15802,Шымкент,Астана,False,FlyArystan,110,51,день
971,15137,Шымкент,Астана,False,FlyArystan,115,52,вечер
972,15137,Шымкент,Астана,False,FlyArystan,115,52,утро
973,15377,Шымкент,Астана,False,SCAT,100,52,вечер
974,15377,Шымкент,Астана,False,SCAT,100,52,утро
975,15377,Шымкент,Астана,False,SCAT,100,52,утро
976,15377,Шымкент,Астана,False,SCAT,110,52,день
977,15377,Шымкент,Астана,False,SCAT,110,53,день
978,15377,Шымкент,Астана,False,SCAT,100,53,утро
979,15137,Шымкент,Астана,False,FlyArystan,115,53,ночь
980,15377,Шымкент,Астана,False,SCAT,100,53,утро
981,18877,Шымкент,Астана,False,SCAT,100,53,вечер
982,18317,Шымкент,Астана,False,FlyArystan,115,53,утро
983,15377,Шымкент,Астана,False,SCAT,100,54,утро
984,18317,Шымкент,Астана,False,FlyArystan,115,54,утро
985,18877,Шымкент,Астана,False,SCAT,100,54,ночь
986,18877,Шымкент,Астана,False,SCAT,110,54,утро
987,21497,Шымкент,Астана,False,FlyArystan,110,54,вечер
988,15377,Шымкент,Астана,False,SCAT,100,55,утро
989,18877,Шымкент,Астана,False,SCAT,100,55,вечер
990,15377,Шымкент,Астана,False,SCAT,100,55,утро
991,18317,Шымкент,Астана,False,FlyArystan,115,55,ночь
992,18317,Шымкент,Астана,False,FlyArystan,115,55,утро
993,18877,Шымкент,Астана,False,SCAT,110,55,утро
994,18877,Шымкент,Астана,False,SCAT,110,55,день
995,13017,Шымкент,Астана,False,FlyArystan,110,56,ночь
996,15137,Шымкент,Астана,False,FlyArystan,115,56,утро
997,15137,Шымкент,Астана,False,FlyArystan,110,56,ночь
998,15244,Шымкент,Астана,False,SCAT,110,56,день
999,15244,Шымкент,Астана,False,SCAT,100,56,утро
1000,15377,Шымкент,Астана,False,SCAT,110,57,утро
1001,15137,Шымкент,Астана,False,FlyArystan,110,57,вечер
1002,15137,Шымкент,Астана,False,FlyArystan,115,57,утро
1003,15377,Шымкент,Астана,False,SCAT,100,57,утро
1004,15377,Шымкент,Астана,False,SCAT,100,58,вечер
1005,15791,Шымкент,Астана,False,FlyArystan,115,58,утро
1006,15791,Шымкент,Астана,False,FlyArystan,125,58,вечер
1007,15377,Шымкент,Астана,False,SCAT,100,58,утро
1008,15377,Шымкент,Астана,False,SCAT,110,58,утро
1009,15377,Шымкент,Астана,False,SCAT,110,58,день
1010,15377,Шымкент,Астана,False,SCAT,100,58,утро
1011,15791,Шымкент,Астана,False,FlyArystan,110,58,день
1012,15137,Шымкент,Астана,False,FlyArystan,115,59,утро
1013,15377,Шымкент,Астана,False,SCAT,100,59,вечер
1014,15377,Шымкент,Астана,False,SCAT,110,59,день
1015,15377,Шымкент,Астана,False,SCAT,100,59,утро
1016,15377,Шымкент,Астана,False,SCAT,100,59,утро
1017,18317,Шымкент,Астана,False,FlyArystan,115,59,вечер
1018,15137,Шымкент,Астана,False,FlyArystan,115,60,ночь
1019,15244,Шымкент,Астана,False,SCAT,100,60,утро
1020,15244,Шымкент,Астана,False,SCAT,110,60,утро
1021,15244,Шымкент,Астана,False,SCAT,100,60,утро
1022,18317,Шымкент,Астана,False,FlyArystan,115,60,утро
1023,18583,Шымкент,Астана,False,SCAT,100,60,вечер
1024,15535,Шымкент,Астана,False,SCAT,100,61,утро
1025,19242,Шымкент,Астана,False,FlyArystan,115,61,утро
1026,19124,Шымкент,Астана,False,SCAT,100,61,ночь
1027,19242,Шымкент,Астана,False,FlyArystan,110,61,вечер
1028,15377,Шымкент,Астана,False,SCAT,100,62,утро
1029,15377,Шымкент,Астана,False,SCAT,100,62,утро
1030,18877,Шымкент,Астана,False,SCAT,100,62,вечер
1031,18877,Шымкент,Астана,False,SCAT,110,62,день
1032,18317,Шымкент,Астана,False,FlyArystan,115,62,утро
1033,18317,Шымкент,Астана,False,FlyArystan,115,62,ночь
1034,15137,Шымкент,Астана,False,FlyArystan,110,63,ночь
1035,15137,Шымкент,Астана,False,FlyArystan,115,63,утро
1036,15137,Шымкент,Астана,False,FlyArystan,110,63,ночь
1037,15377,Шымкент,Астана,False,SCAT,100,63,утро
1038,15377,Шымкент,Астана,False,SCAT,110,63,день
1039,13017,Шымкент,Астана,False,FlyArystan,110,64,вечер
1040,13017,Шымкент,Астана,False,FlyArystan,115,64,утро
1041,15377,Шымкент,Астана,False,SCAT,110,64,утро
1042,15377,Шымкент,Астана,False,SCAT,100,64,утро
1043,14268,Шымкент,Астана,False,FlyArystan,115,65,утро
1044,14268,Шымкент,Астана,False,FlyArystan,125,65,вечер
1045,14268,Шымкент,Астана,False,FlyArystan,110,65,день
1046,15377,Шымкент,Астана,False,SCAT,100,65,вечер
1047,15377,Шымкент,Астана,False,SCAT,100,65,утро
1048,15377,Шымкент,Астана,False,SCAT,100,65,утро
1049,15137,Шымкент,Астана,False,FlyArystan,115,66,вечер
1050,15137,Шымкент,Астана,False,FlyArystan,115,66,утро
1051,15377,Шымкент,Астана,False,SCAT,110,66,день
1052,15377,Шымкент,Астана,False,SCAT,100,66,утро
1053,15377,Шымкент,Астана,False,SCAT,100,66,вечер
1054,15377,Шымкент,Астана,False,SCAT,100,66,утро
1055,15137,Шымкент,Астана,False,FlyArystan,115,67,утро
1056,15137,Шымкент,Астана,False,FlyArystan,115,67,ночь
1057,15377,Шымкент,Астана,False,SCAT,110,67,день
1058,15377,Шымкент,Астана,False,SCAT,100,67,утро
1059,15377,Шымкент,Астана,False,SCAT,100,67,утро
1060,18877,Шымкент,Астана,False,SCAT,100,67,вечер
1061,15137,Шымкент,Астана,False,FlyArystan,115,68,утро
1062,18877,Шымкент,Астана,False,SCAT,100,68,ночь
1063,15377,Шымкент,Астана,False,SCAT,100,68,утро
1064,18317,Шымкент,Астана,False,FlyArystan,110,68,вечер
1065,15535,Шымкент,Астана,False,SCAT,100,69,утро
1066,15535,Шымкент,Астана,False,SCAT,100,69,утро
1067,19124,Шымкент,Астана,False,SCAT,100,69,вечер
1068,19124,Шымкент,Астана,False,SCAT,110,69,день
1069,19242,Шымкент,Астана,False,FlyArystan,115,69,утро
1070,19242,Шымкент,Астана,False,FlyArystan,115,69,ночь
1071,13017,Шымкент,Астана,False,FlyArystan,115,70,утро
1072,18877,Шымкент,Астана,False,SCAT,100,70,вечер
1073,15137,Шымкент,Астана,False,FlyArystan,110,70,ночь
1074,15137,Шымкент,Астана,False,FlyArystan,110,70,ночь
1075,15377,Шымкент,Астана,False,SCAT,100,70,утро
1076,15377,Шымкент,Астана,False,SCAT,110,70,утро
1077,15137,Шымкент,Астана,False,FlyArystan,110,71,вечер
1078,15137,Шымкент,Астана,False,FlyArystan,115,71,утро
1079,15377,Шымкент,Астана,False,SCAT,110,71,утро
1080,15377,Шымкент,Астана,False,SCAT,100,71,утро
1081,13017,Шымкент,Астана,False,FlyArystan,115,72,утро
1082,13546,Шымкент,Астана,False,FlyArystan,125,72,вечер
1083,15137,Шымкент,Астана,False,FlyArystan,110,72,день
1084,15377,Шымкент,Астана,False,SCAT,100,72,утро
1085,15377,Шымкент,Астана,False,SCAT,110,72,утро
1086,15377,Шымкент,Астана,False,SCAT,100,72,утро
1087,15137,Шымкент,Астана,False,FlyArystan,115,73,утро
1088,15137,Шымкент,Астана,False,FlyArystan,115,73,вечер
1089,15244,Шымкент,Астана,False,SCAT,110,73,день
1090,15244,Шымкент,Астана,False,SCAT,100,73,вечер
1091,15244,Шымкент,Астана,False,SCAT,100,73,утро
1092,15244,Шымкент,Астана,False,SCAT,100,73,утро
1093,15137,Шымкент,Астана,False,FlyArystan,115,74,ночь
1094,15377,Шымкент,Астана,False,SCAT,100,74,утро
1095,15377,Шымкент,Астана,False,SCAT,110,74,утро
1096,15377,Шымкент,Астана,False,SCAT,100,74,утро
1097,18317,Шымкент,Астана,False,FlyArystan,115,74,утро
1098,18877,Шымкент,Астана,False,SCAT,100,74,вечер
1099,15244,Шымкент,Астана,False,SCAT,110,74,день
1101,15244,Шымкент,Астана,False,SCAT,100,74,утро
1102,15244,Шымкент,Астана,False,SCAT,100,74,утро
1104,18583,Шымкент,Астана,False,SCAT,100,74,вечер
1105,38016,Алматы,Атырау,False,Air Astana,200,3,вечер
1106,38016,Алматы,Атырау,False,Air Astana,195,3,утро
1107,39499,Алматы,Атырау,False,FlyArystan,205,3,день
1108,38016,Алматы,Атырау,False,Air Astana,195,6,утро
1109,28469,Алматы,Атырау,False,Air Astana,195,7,утро
1111,38016,Алматы,Атырау,False,Air Astana,200,7,вечер
1112,28469,Алматы,Атырау,False,Air Astana,200,7,ночь
1114,38016,Алматы,Атырау,False,Air Astana,200,8,ночь
1115,38016,Алматы,Атырау,False,Air Astana,200,8,вечер
1116,38016,Алматы,Атырау,False,Air Astana,195,8,утро
1121,28620,Алматы,Атырау,False,SCAT,190,29,утро
1124,29944,Алматы,Атырау,False,SCAT,190,31,утро
1128,33758,Алматы,Атырау,False,SCAT,190,33,утро
1130,41868,Алматы,Атырау,False,Air Astana,195,34,утро
1131,25219,Алматы,Атырау,False,FlyArystan,200,36,день
1132,33758,Алматы,Атырау,False,SCAT,190,36,утро
1135,34720,Алматы,Атырау,False,SCAT,190,38,утро
1136,40339,Алматы,Атырау,False,Air Astana,200,38,вечер
1161,40339,Алматы,Атырау,False,Air Astana,200,58,вечер
1165,30720,Алматы,Атырау,False,SCAT,190,61,утро
1167,40339,Алматы,Атырау,False,Air Astana,200,63,вечер
1168,25648,Алматы,Атырау,False,SCAT,190,64,утро
1171,23599,Алматы,Атырау,False,FlyArystan,205,66,день
1174,26779,Алматы,Атырау,False,FlyArystan,215,68,вечер
1176,41519,Алматы,Атырау,False,Air Astana,200,70,вечер
1183,15711,Астана,Алматы,False,SCAT,115,0,ночь
1184,18511,Астана,Алматы,False,FlyArystan,105,0,ночь
1185,24871,Астана,Алматы,False,FlyArystan,110,0,день
1186,24871,Астана,Алматы,False,FlyArystan,105,0,вечер
1187,24871,Астана,Алматы,False,FlyArystan,115,0,вечер
1188,25627,Астана,Алматы,False,Air Astana,110,0,вечер
1189,25627,Астана,Алматы,False,Air Astana,115,0,ночь
1190,26243,Астана,Алматы,False,SCAT,85,0,вечер
1191,28296,Астана,Алматы,False,Air Astana,105,0,вечер
1192,21356,Астана,Алматы,False,Air Astana,110,3,ночь
1193,20743,Астана,Алматы,False,SCAT,115,3,ночь
1194,21356,Астана,Алматы,False,Air Astana,105,3,день
1195,21356,Астана,Алматы,False,Air Astana,110,3,вечер
1196,21356,Астана,Алматы,False,Air Astana,115,3,ночь
1197,21356,Астана,Алматы,False,Air Astana,95,3,вечер
1198,20643,Астана,Алматы,False,SCAT,85,3,вечер
1199,22743,Астана,Алматы,False,SCAT,100,3,день
1200,22743,Астана,Алматы,False,SCAT,90,3,день
1201,21356,Астана,Алматы,False,Air Astana,110,4,ночь
1202,22743,Астана,Алматы,False,SCAT,100,4,утро
1203,22743,Астана,Алматы,False,SCAT,100,4,вечер
1204,22743,Астана,Алматы,False,SCAT,100,4,вечер
1205,22743,Астана,Алматы,False,SCAT,105,4,утро
1206,22743,Астана,Алматы,False,SCAT,100,4,утро
1207,22743,Астана,Алматы,False,SCAT,115,4,ночь
1208,25213,Астана,Алматы,False,Qazaq Air,130,4,утро
1209,25627,Астана,Алматы,False,Air Astana,110,4,утро
1210,25627,Астана,Алматы,False,Air Astana,110,4,утро
1211,25627,Астана,Алматы,False,Air Astana,110,5,ночь
1212,26243,Астана,Алматы,False,SCAT,100,5,утро
1213,29898,Астана,Алматы,False,Air Astana,105,5,вечер
1214,26243,Астана,Алматы,False,SCAT,90,5,день
1215,26243,Астана,Алматы,False,SCAT,100,5,день
1216,26243,Астана,Алматы,False,SCAT,115,5,ночь
1217,26243,Астана,Алматы,False,SCAT,85,5,вечер
1218,26243,Астана,Алматы,False,SCAT,105,5,утро
1219,26243,Астана,Алматы,False,SCAT,85,5,вечер
1220,27536,Астана,Алматы,False,Qazaq Air,130,5,утро
1221,21356,Астана,Алматы,False,Air Astana,115,6,ночь
1222,29743,Астана,Алматы,False,SCAT,100,6,утро
1223,25627,Астана,Алматы,False,Air Astana,105,6,день
1224,25693,Астана,Алматы,False,FlyArystan,105,6,вечер
1225,26243,Астана,Алматы,False,SCAT,105,6,утро
1226,26243,Астана,Алматы,False,SCAT,85,6,вечер
1227,26243,Астана,Алматы,False,SCAT,100,6,день
1228,26243,Астана,Алматы,False,SCAT,115,6,ночь
1229,28558,Астана,Алматы,False,Qazaq Air,130,6,утро
1230,29743,Астана,Алматы,False,SCAT,90,6,день
1231,16443,Астана,Алматы,False,SCAT,85,7,вечер
1232,17143,Астана,Алматы,False,SCAT,100,7,утро
1233,17143,Астана,Алматы,False,SCAT,115,7,ночь
1234,19243,Астана,Алматы,False,SCAT,100,7,день
1235,19243,Астана,Алматы,False,SCAT,115,7,день
1236,19243,Астана,Алматы,False,SCAT,105,7,утро
1237,19243,Астана,Алматы,False,SCAT,100,7,день
1238,19243,Астана,Алматы,False,SCAT,100,7,вечер
1239,19243,Астана,Алматы,False,SCAT,90,7,день
1240,21356,Астана,Алматы,False,Air Astana,115,7,ночь
1241,16443,Астана,Алматы,False,SCAT,100,8,утро
1242,17143,Астана,Алматы,False,SCAT,115,8,ночь
1243,16443,Астана,Алматы,False,SCAT,85,8,вечер
1244,17085,Астана,Алматы,False,Air Astana,115,8,день
1245,17085,Астана,Алматы,False,Air Astana,110,8,ночь
1246,19243,Астана,Алматы,False,SCAT,100,8,день
1247,19243,Астана,Алматы,False,SCAT,105,8,утро
1248,19243,Астана,Алматы,False,SCAT,90,8,день
1249,21356,Астана,Алматы,False,Air Astana,110,8,вечер
1250,21356,Астана,Алматы,False,Air Astana,110,8,утро
1251,15243,Астана,Алматы,False,SCAT,85,9,вечер
1252,15243,Астана,Алматы,False,SCAT,100,9,утро
1253,15243,Астана,Алматы,False,SCAT,115,9,ночь
1254,15743,Астана,Алматы,False,SCAT,115,9,вечер
1255,15743,Астана,Алматы,False,SCAT,105,9,утро
1256,17085,Астана,Алматы,False,Air Astana,115,9,ночь
1257,17085,Астана,Алматы,False,Air Astana,110,9,ночь
1258,19243,Астана,Алматы,False,SCAT,110,9,день
1259,19243,Астана,Алматы,False,SCAT,90,9,день
1260,21356,Астана,Алматы,False,Air Astana,105,9,день
1261,16443,Астана,Алматы,False,SCAT,115,10,ночь
1262,16443,Астана,Алматы,False,SCAT,100,10,утро
1263,16443,Астана,Алматы,False,SCAT,85,10,вечер
1264,19243,Астана,Алматы,False,SCAT,105,10,утро
1265,19243,Астана,Алматы,False,SCAT,100,10,день
1266,21356,Астана,Алматы,False,Air Astana,110,10,утро
1267,22272,Астана,Алматы,False,Qazaq Air,130,10,утро
1268,22743,Астана,Алматы,False,SCAT,90,10,день
1269,24871,Астана,Алматы,False,FlyArystan,105,10,ночь
1270,25627,Астана,Алматы,False,Air Astana,115,10,день
1271,26941,Астана,Алматы,False,SCAT,85,11,вечер
1272,27841,Астана,Алматы,False,SCAT,100,11,утро
1273,26941,Астана,Алматы,False,SCAT,115,11,ночь
1274,29641,Астана,Алматы,False,FlyArystan,105,11,вечер
1275,29743,Астана,Алматы,False,SCAT,105,11,утро
1276,29743,Астана,Алматы,False,SCAT,100,11,вечер
1277,29898,Астана,Алматы,False,Air Astana,105,11,утро
1278,29898,Астана,Алматы,False,Air Astana,105,11,день
1279,29898,Астана,Алматы,False,Air Astana,105,11,вечер
1280,29898,Астана,Алматы,False,Air Astana,110,11,ночь
1281,29898,Астана,Алматы,False,Air Astana,110,12,утро
1282,30778,Астана,Алматы,False,SCAT,115,12,ночь
1283,30778,Астана,Алматы,False,SCAT,100,12,утро
1284,31078,Астана,Алматы,False,SCAT,85,12,вечер
1285,31831,Астана,Алматы,False,Air Astana,105,12,утро
1286,33743,Астана,Алматы,False,SCAT,105,12,утро
1287,34633,Астана,Алматы,False,Qazaq Air,130,12,утро
1288,34941,Астана,Алматы,False,FlyArystan,115,12,утро
1289,37743,Астана,Алматы,False,SCAT,100,12,день
1290,30123,Астана,Алматы,False,SCAT,85,13,вечер
1291,30523,Астана,Алматы,False,SCAT,115,13,ночь
1292,37743,Астана,Алматы,False,SCAT,100,13,вечер
1293,40241,Астана,Алматы,False,FlyArystan,100,13,ночь
1296,27643,Астана,Алматы,False,SCAT,115,14,ночь
1297,37743,Астана,Алматы,False,SCAT,100,14,утро
1298,27643,Астана,Алматы,False,SCAT,85,14,вечер
1299,29898,Астана,Алматы,False,Air Astana,115,14,ночь
1300,29898,Астана,Алматы,False,Air Astana,110,14,ночь
1301,29898,Астана,Алматы,False,Air Astana,110,14,вечер
1302,31388,Астана,Алматы,False,SCAT,105,14,утро
1303,31388,Астана,Алматы,False,SCAT,100,14,вечер
1304,33743,Астана,Алматы,False,SCAT,105,14,вечер
1305,34633,Астана,Алматы,False,Qazaq Air,130,14,утро
1306,31643,Астана,Алматы,False,SCAT,100,15,утро
1307,31643,Астана,Алматы,False,SCAT,115,15,ночь
1308,33743,Астана,Алматы,False,SCAT,105,15,утро
1309,34633,Астана,Алматы,False,Qazaq Air,130,15,утро
1310,37743,Астана,Алматы,False,SCAT,95,15,вечер
1311,37743,Астана,Алматы,False,SCAT,90,15,день
1312,41743,Астана,Алматы,False,SCAT,100,15,день
1313,41743,Астана,Алматы,False,SCAT,85,15,вечер
1314,29898,Астана,Алматы,False,Air Astana,110,16,ночь
1315,37743,Астана,Алматы,False,SCAT,100,16,утро
1316,33743,Астана,Алматы,False,SCAT,115,16,ночь
1317,33743,Астана,Алматы,False,SCAT,105,16,утро
1318,37743,Астана,Алматы,False,SCAT,100,16,день
1319,38584,Астана,Алматы,False,Qazaq Air,130,16,утро
1320,41743,Астана,Алматы,False,SCAT,100,16,вечер
1321,32831,Астана,Алматы,True,SCAT,105,17,утро
1323,38631,Астана,Алматы,True,Air Astana,105,17,вечер
1324,36645,Астана,Алматы,True,SCAT,90,17,день
1325,36645,Астана,Алматы,True,SCAT,115,17,ночь
1326,36645,Астана,Алматы,True,SCAT,100,17,день
1327,36645,Астана,Алматы,True,SCAT,85,17,вечер
1328,38631,Астана,Алматы,True,Air Astana,115,17,ночь
1329,26243,Астана,Алматы,True,SCAT,100,18,вечер
1330,41743,Астана,Алматы,True,SCAT,100,18,утро
1331,37743,Астана,Алматы,True,SCAT,105,18,утро
1332,37743,Астана,Алматы,True,SCAT,85,18,вечер
1333,37743,Астана,Алматы,True,SCAT,115,18,ночь
1334,38631,Астана,Алматы,True,Air Astana,110,18,ночь
1335,38631,Астана,Алматы,True,Air Astana,115,18,ночь
1336,40837,Астана,Алматы,True,FlyArystan,115,18,утро
1337,41743,Астана,Алматы,True,SCAT,90,18,день
1338,25643,Астана,Алматы,False,SCAT,90,19,день
1339,25643,Астана,Алматы,False,SCAT,100,19,утро
1340,25643,Астана,Алматы,False,SCAT,115,19,ночь
1341,25643,Астана,Алматы,False,SCAT,100,19,день
1342,25643,Астана,Алматы,False,SCAT,105,19,утро
1343,25643,Астана,Алматы,False,SCAT,85,19,вечер
1344,26243,Астана,Алматы,False,SCAT,100,19,вечер
1345,26243,Астана,Алматы,False,SCAT,125,19,вечер
1346,42578,Астана,Алматы,False,Air Astana,115,19,ночь
1347,32841,Астана,Алматы,False,SCAT,100,20,утро
1349,32841,Астана,Алматы,False,SCAT,105,20,утро
1350,32841,Астана,Алматы,False,SCAT,100,20,день
1351,34941,Астана,Алматы,False,FlyArystan,110,20,ночь
1352,37743,Астана,Алматы,False,SCAT,115,20,ночь
1353,42578,Астана,Алматы,False,Air Astana,105,20,утро
1356,22743,Астана,Алматы,False,SCAT,105,21,вечер
1357,25643,Астана,Алматы,False,SCAT,100,21,утро
1358,25643,Астана,Алматы,False,SCAT,115,21,ночь
1359,29743,Астана,Алматы,False,SCAT,115,21,ночь
1360,25643,Астана,Алматы,False,SCAT,105,21,утро
1361,25643,Астана,Алматы,False,SCAT,100,21,день
1362,34633,Астана,Алматы,False,Qazaq Air,130,21,утро
1363,25643,Астана,Алматы,False,SCAT,85,21,вечер
1364,25643,Астана,Алматы,False,SCAT,90,21,день
1365,38631,Астана,Алматы,False,Air Astana,115,21,ночь
1366,19243,Астана,Алматы,False,SCAT,100,22,вечер
1367,25643,Астана,Алматы,False,SCAT,100,22,утро
1368,19243,Астана,Алматы,False,SCAT,115,22,ночь
1369,22743,Астана,Алматы,False,SCAT,100,22,день
1370,22743,Астана,Алматы,False,SCAT,90,22,день
1371,22743,Астана,Алматы,False,SCAT,105,22,утро
1372,24871,Астана,Алматы,False,FlyArystan,105,22,вечер
1373,25362,Астана,Алматы,False,Qazaq Air,130,22,утро
1374,25643,Астана,Алматы,False,SCAT,85,22,вечер
1375,28578,Астана,Алматы,False,Air Astana,115,22,день
1376,15743,Астана,Алматы,True,SCAT,100,23,вечер
1377,24578,Астана,Алматы,True,Air Astana,110,23,утро
1378,19243,Астана,Алматы,True,SCAT,115,23,ночь
1379,19243,Астана,Алматы,True,SCAT,105,23,утро
1380,22272,Астана,Алматы,True,Qazaq Air,130,23,утро
1381,22743,Астана,Алматы,True,SCAT,85,23,вечер
1382,24578,Астана,Алматы,True,Air Astana,115,23,день
1383,24578,Астана,Алматы,True,Air Astana,105,23,вечер
1384,24578,Астана,Алматы,True,Air Astana,115,23,ночь
1385,24578,Астана,Алматы,True,Air Astana,110,23,ночь
1386,15743,Астана,Алматы,False,SCAT,115,24,ночь
1387,19243,Астана,Алматы,False,SCAT,100,24,утро
1388,18511,Астана,Алматы,False,FlyArystan,100,24,ночь
1389,19243,Астана,Алматы,False,SCAT,105,24,утро
1390,19243,Астана,Алматы,False,SCAT,100,24,день
1391,19243,Астана,Алматы,False,SCAT,85,24,вечер
1392,19243,Астана,Алматы,False,SCAT,90,24,день
1393,20578,Астана,Алматы,False,Air Astana,110,24,ночь
1394,21691,Астана,Алматы,False,FlyArystan,110,24,вечер
1395,22272,Астана,Алматы,False,Qazaq Air,130,24,утро
1396,15743,Астана,Алматы,False,SCAT,100,25,вечер
1397,19243,Астана,Алматы,False,SCAT,100,25,утро
1398,15743,Астана,Алматы,False,SCAT,105,25,утро
1399,19243,Астана,Алматы,False,SCAT,90,25,день
1400,19243,Астана,Алматы,False,SCAT,85,25,вечер
1401,19243,Астана,Алматы,False,SCAT,115,25,ночь
1402,20578,Астана,Алматы,False,Air Astana,110,25,ночь
1403,21691,Астана,Алматы,False,FlyArystan,105,25,вечер
1404,22272,Астана,Алматы,False,Qazaq Air,130,25,утро
1405,24578,Астана,Алматы,False,Air Astana,110,25,утро
1406,19243,Астана,Алматы,False,SCAT,100,26,день
1407,20576,Астана,Алматы,False,SCAT,100,26,утро
1408,22743,Астана,Алматы,False,SCAT,115,26,ночь
1409,19243,Астана,Алматы,False,SCAT,105,26,утро
1410,19243,Астана,Алматы,False,SCAT,90,26,день
1411,22272,Астана,Алматы,False,Qazaq Air,130,26,утро
1412,22743,Астана,Алматы,False,SCAT,85,26,вечер
1413,24578,Астана,Алматы,False,Air Astana,110,26,ночь
1414,28578,Астана,Алматы,False,Air Astana,110,26,утро
1415,29641,Астана,Алматы,False,FlyArystan,115,26,утро
1416,18511,Астана,Алматы,False,FlyArystan,110,27,ночь
1417,22743,Астана,Алматы,False,SCAT,100,27,утро
1418,19243,Астана,Алматы,False,SCAT,105,27,утро
1419,22743,Астана,Алматы,False,SCAT,85,27,вечер
1420,22743,Астана,Алматы,False,SCAT,100,27,день
1421,24871,Астана,Алматы,False,FlyArystan,105,27,вечер
1422,24871,Астана,Алматы,False,FlyArystan,115,27,ночь
1423,25362,Астана,Алматы,False,Qazaq Air,130,27,утро
1424,29641,Астана,Алматы,False,FlyArystan,110,27,день
1425,15657,Астана,Алматы,False,SCAT,115,28,ночь
1426,37578,Астана,Алматы,False,Air Astana,105,28,утро
1427,29643,Астана,Алматы,False,SCAT,115,28,ночь
1428,15657,Астана,Алматы,False,SCAT,105,28,утро
1429,18995,Астана,Алматы,False,SCAT,100,28,утро
1430,21691,Астана,Алматы,False,FlyArystan,100,28,ночь
1431,22272,Астана,Алматы,False,Qazaq Air,130,28,утро
1432,22334,Астана,Алматы,False,SCAT,90,28,день
1433,22334,Астана,Алматы,False,SCAT,100,28,день
1434,29641,Астана,Алматы,False,FlyArystan,115,28,утро
1435,15657,Астана,Алматы,False,SCAT,100,29,день
1436,15657,Астана,Алматы,False,SCAT,100,29,утро
1437,20578,Астана,Алматы,False,Air Astana,110,29,вечер
1438,15657,Астана,Алматы,False,SCAT,105,29,утро
1439,15657,Астана,Алматы,False,SCAT,90,29,день
1440,15657,Астана,Алматы,False,SCAT,85,29,вечер
1441,15657,Астана,Алматы,False,SCAT,115,29,ночь
1442,18511,Астана,Алматы,False,FlyArystan,115,29,ночь
1443,18511,Астана,Алматы,False,FlyArystan,115,29,утро
1444,18511,Астана,Алматы,False,FlyArystan,105,29,вечер
1445,13577,Астана,Алматы,False,FlyArystan,115,30,утро
1446,20668,Астана,Алматы,False,Air Astana,110,30,утро
1447,20668,Астана,Алматы,False,Air Astana,105,30,вечер
1448,13577,Астана,Алматы,False,FlyArystan,105,30,ночь
1449,15743,Астана,Алматы,False,SCAT,100,30,утро
1450,15743,Астана,Алматы,False,SCAT,85,30,вечер
1451,15743,Астана,Алматы,False,SCAT,105,30,утро
1452,15830,Астана,Алматы,False,FlyArystan,110,30,день
1453,15830,Астана,Алматы,False,FlyArystan,105,30,вечер
1454,12243,Астана,Алматы,False,SCAT,100,31,утро
1455,15743,Астана,Алматы,False,SCAT,115,31,ночь
1456,12243,Астана,Алматы,False,SCAT,105,31,утро
1457,13211,Астана,Алматы,False,FlyArystan,115,31,утро
1458,13211,Астана,Алматы,False,FlyArystan,105,31,вечер
1459,13211,Астана,Алматы,False,FlyArystan,105,31,ночь
1460,13211,Астана,Алматы,False,FlyArystan,115,31,утро
1461,13211,Астана,Алматы,False,FlyArystan,110,31,день
1462,15743,Астана,Алматы,False,SCAT,90,31,день
1463,15743,Астана,Алматы,False,SCAT,85,31,вечер
1464,13577,Астана,Алматы,False,FlyArystan,105,32,ночь
1465,15830,Астана,Алматы,False,FlyArystan,115,32,утро
1466,33124,Астана,Алматы,False,Air Astana,115,32,ночь
1467,15743,Астана,Алматы,False,SCAT,100,32,утро
1468,15743,Астана,Алматы,False,SCAT,105,32,утро
1469,15743,Астана,Алматы,False,SCAT,85,32,вечер
1470,15743,Астана,Алматы,False,SCAT,115,32,ночь
1471,15830,Астана,Алматы,False,FlyArystan,115,32,утро
1472,15830,Астана,Алматы,False,FlyArystan,110,32,день
1473,15331,Астана,Алматы,False,FlyArystan,115,33,утро
1474,18511,Астана,Алматы,False,FlyArystan,115,33,утро
1475,18995,Астана,Алматы,False,SCAT,115,33,ночь
1476,15331,Астана,Алматы,False,FlyArystan,105,33,ночь
1477,15657,Астана,Алматы,False,SCAT,105,33,утро
1478,18511,Астана,Алматы,False,FlyArystan,110,33,день
1479,18995,Астана,Алматы,False,SCAT,100,33,утро
1480,18995,Астана,Алматы,False,SCAT,100,33,день
1481,18995,Астана,Алматы,False,SCAT,85,33,вечер
1482,19243,Астана,Алматы,False,SCAT,100,34,утро
1483,15331,Астана,Алматы,False,FlyArystan,110,34,ночь
1484,15331,Астана,Алматы,False,FlyArystan,110,34,ночь
1485,15331,Астана,Алматы,False,FlyArystan,115,34,ночь
1486,19243,Астана,Алматы,False,SCAT,85,34,вечер
1487,19243,Астана,Алматы,False,SCAT,105,34,утро
1488,19243,Астана,Алматы,False,SCAT,100,34,день
1489,18511,Астана,Алматы,False,FlyArystan,115,34,утро
1490,18511,Астана,Алматы,False,FlyArystan,105,34,вечер
1491,15657,Астана,Алматы,False,SCAT,115,35,ночь
