Price,From,To,curr_date,departure_date,arrival_date,is_holiday,is_weekends,time_interval,avialine,duration
19146,Астана,Шымкент,2024-12-15,2025-01-21 14:10,2025-01-21 15:40,False,False,14:10-15:40,SCAT,90
15664,Астана,Шымкент,2024-12-15,2025-01-22 17:40,2025-01-22 19:30,False,False,17:40-19:30,SCAT,110
15664,Астана,Шымкент,2024-12-15,2025-01-22 10:30,2025-01-22 12:10,False,False,10:30-12:10,SCAT,100
19146,Астана,Шымкент,2024-12-15,2025-01-22 23:20,2025-01-23 01:00,False,False,23:20-01:00,SCAT,100
15664,Астана,Шымкент,2024-12-15,2025-01-22 08:10,2025-01-22 10:00,False,False,08:10-10:00,SCAT,110
15664,Астана,Шымкент,2024-12-15,2025-01-22 14:10,2025-01-22 15:40,False,False,14:10-15:40,SCAT,90
15653,Астана,Шымкент,2024-12-15,2025-01-23 10:35,2025-01-23 12:15,False,False,10:35-12:15,SCAT,100
15653,Астана,Шымкент,2024-12-15,2025-01-23 23:20,2025-01-24 01:00,False,False,23:20-01:00,SCAT,100
15653,Астана,Шымкент,2024-12-15,2025-01-23 08:10,2025-01-23 10:00,False,False,08:10-10:00,SCAT,110
15653,Астана,Шымкент,2024-12-15,2025-01-23 17:40,2025-01-23 19:30,False,False,17:40-19:30,SCAT,110
15653,Астана,Шымкент,2024-12-15,2025-01-23 14:10,2025-01-23 15:40,False,False,14:10-15:40,SCAT,90
19146,Астана,Шымкент,2024-12-15,2025-01-24 10:30,2025-01-24 12:10,False,False,10:30-12:10,SCAT,100
19146,Астана,Шымкент,2024-12-15,2025-01-24 23:20,2025-01-25 01:00,False,False,23:20-01:00,SCAT,100
19146,Астана,Шымкент,2024-12-15,2025-01-24 14:10,2025-01-24 15:40,False,False,14:10-15:40,SCAT,90
19146,Астана,Шымкент,2024-12-15,2025-01-24 17:40,2025-01-24 19:30,False,False,17:40-19:30,SCAT,110
19146,Астана,Шымкент,2024-12-15,2025-01-24 08:10,2025-01-24 10:00,False,False,08:10-10:00,SCAT,110
21691,Астана,Шымкент,2024-12-15,2025-01-24 17:35,2025-01-24 19:30,False,False,17:35-19:30,FlyArystan,115
19546,Астана,Шымкент,2024-12-15,2025-01-25 08:10,2025-01-25 10:00,False,True,08:10-10:00,SCAT,110
19546,Астана,Шымкент,2024-12-15,2025-01-25 23:20,2025-01-26 01:00,False,True,23:20-01:00,SCAT,100
22109,Астана,Шымкент,2024-12-15,2025-01-25 16:50,2025-01-25 18:45,False,True,16:50-18:45,FlyArystan,115
23107,Астана,Шымкент,2024-12-15,2025-01-25 14:10,2025-01-25 15:40,False,True,14:10-15:40,SCAT,90
19243,Астана,Шымкент,2024-12-15,2025-01-26 10:30,2025-01-26 12:10,False,True,10:30-12:10,SCAT,100
19243,Астана,Шымкент,2024-12-15,2025-01-26 23:20,2025-01-27 01:00,False,True,23:20-01:00,SCAT,100
19243,Астана,Шымкент,2024-12-15,2025-01-26 17:40,2025-01-26 19:30,False,True,17:40-19:30,SCAT,110
19243,Астана,Шымкент,2024-12-15,2025-01-26 08:10,2025-01-26 10:00,False,True,08:10-10:00,SCAT,110
19243,Астана,Шымкент,2024-12-15,2025-01-26 14:10,2025-01-26 15:40,False,True,14:10-15:40,SCAT,90
19290,Астана,Шымкент,2024-12-15,2025-01-26 22:50,2025-01-27 00:40,False,True,22:50-00:40,FlyArystan,110
16001,Астана,Шымкент,2024-12-15,2025-01-27 08:10,2025-01-27 10:00,False,False,08:10-10:00,SCAT,110
16001,Астана,Шымкент,2024-12-15,2025-01-27 23:20,2025-01-28 01:00,False,False,23:20-01:00,SCAT,100
16001,Астана,Шымкент,2024-12-15,2025-01-27 10:35,2025-01-27 12:15,False,False,10:35-12:15,SCAT,100
16001,Астана,Шымкент,2024-12-15,2025-01-27 17:40,2025-01-27 19:30,False,False,17:40-19:30,SCAT,110
19546,Астана,Шымкент,2024-12-15,2025-01-27 14:10,2025-01-27 15:40,False,False,14:10-15:40,SCAT,90
15664,Астана,Шымкент,2024-12-15,2025-01-28 14:10,2025-01-28 15:40,False,False,14:10-15:40,SCAT,90
15664,Астана,Шымкент,2024-12-15,2025-01-28 08:10,2025-01-28 10:00,False,False,08:10-10:00,SCAT,110
15664,Астана,Шымкент,2024-12-15,2025-01-28 23:20,2025-01-29 01:00,False,False,23:20-01:00,SCAT,100
18511,Астана,Шымкент,2024-12-15,2025-01-28 16:50,2025-01-28 18:45,False,False,16:50-18:45,FlyArystan,115
15664,Астана,Шымкент,2024-12-15,2025-01-29 10:30,2025-01-29 12:10,False,False,10:30-12:10,SCAT,100
15664,Астана,Шымкент,2024-12-15,2025-01-29 23:20,2025-01-30 01:00,False,False,23:20-01:00,SCAT,100
15664,Астана,Шымкент,2024-12-15,2025-01-29 17:40,2025-01-29 19:30,False,False,17:40-19:30,SCAT,110
15664,Астана,Шымкент,2024-12-15,2025-01-29 14:10,2025-01-29 15:40,False,False,14:10-15:40,SCAT,90
15664,Астана,Шымкент,2024-12-15,2025-01-29 08:10,2025-01-29 10:00,False,False,08:10-10:00,SCAT,110
15743,Астана,Шымкент,2024-12-15,2025-01-30 17:40,2025-01-30 19:30,False,False,17:40-19:30,SCAT,110
15743,Астана,Шымкент,2024-12-15,2025-01-30 10:35,2025-01-30 12:15,False,False,10:35-12:15,SCAT,100
15743,Астана,Шымкент,2024-12-15,2025-01-30 23:20,2025-01-31 01:00,False,False,23:20-01:00,SCAT,100
15743,Астана,Шымкент,2024-12-15,2025-01-30 14:10,2025-01-30 15:40,False,False,14:10-15:40,SCAT,90
15743,Астана,Шымкент,2024-12-15,2025-01-30 08:10,2025-01-30 10:00,False,False,08:10-10:00,SCAT,110
15664,Астана,Шымкент,2024-12-15,2025-01-31 10:30,2025-01-31 12:10,False,False,10:30-12:10,SCAT,100
19146,Астана,Шымкент,2024-12-15,2025-01-31 23:20,2025-02-01 01:00,False,False,23:20-01:00,SCAT,100
15664,Астана,Шымкент,2024-12-15,2025-01-31 08:10,2025-01-31 10:00,False,False,08:10-10:00,SCAT,110
18511,Астана,Шымкент,2024-12-15,2025-01-31 17:35,2025-01-31 19:30,False,False,17:35-19:30,FlyArystan,115
19146,Астана,Шымкент,2024-12-15,2025-01-31 14:10,2025-01-31 15:40,False,False,14:10-15:40,SCAT,90
19146,Астана,Шымкент,2024-12-15,2025-01-31 17:40,2025-01-31 19:30,False,False,17:40-19:30,SCAT,110
15743,Астана,Шымкент,2024-12-15,2025-02-01 23:20,2025-02-02 01:00,False,True,23:20-01:00,SCAT,100
19243,Астана,Шымкент,2024-12-15,2025-02-01 08:10,2025-02-01 10:00,False,True,08:10-10:00,SCAT,110
19243,Астана,Шымкент,2024-12-15,2025-02-01 14:10,2025-02-01 15:40,False,True,14:10-15:40,SCAT,90
22109,Астана,Шымкент,2024-12-15,2025-02-01 16:50,2025-02-01 18:45,False,True,16:50-18:45,FlyArystan,115
15653,Астана,Шымкент,2024-12-15,2025-02-02 10:30,2025-02-02 12:10,False,True,10:30-12:10,SCAT,100
15653,Астана,Шымкент,2024-12-15,2025-02-02 08:10,2025-02-02 10:00,False,True,08:10-10:00,SCAT,110
15653,Астана,Шымкент,2024-12-15,2025-02-02 23:20,2025-02-03 01:00,False,True,23:20-01:00,SCAT,100
15653,Астана,Шымкент,2024-12-15,2025-02-02 14:10,2025-02-02 15:40,False,True,14:10-15:40,SCAT,90
18511,Астана,Шымкент,2024-12-15,2025-02-02 22:50,2025-02-03 00:40,False,True,22:50-00:40,FlyArystan,110
